Timestamp,Date,IUSD,RUSD,DJED,MyUSD,Total
1719446400,2024-06-27,11345233,38702,3012558,2128669,16525162
1719532800,2024-06-28,11040914,38702,2967524,2128669,16175809
1719619200,2024-06-29,11094377,38702,2976852,2128669,16238600
1719705600,2024-06-30,11251874,38702,3029283,2128669,16448528
1719792000,2024-07-01,11119755,38702,3019099,2137669,16315225
1719878400,2024-07-02,11181824,38702,3047483,2147659,16415668
1719964800,2024-07-03,11129566,38702,3026508,2149659,16344435
1720051200,2024-07-04,10672721,38702,2969509,2149659,15830591
1720137600,2024-07-05,11020542,38702,3006732,2149659,16215635
1720224000,2024-07-06,10778300,38702,2974943,2149659,15941604
1720310400,2024-07-07,10276516,38702,2977870,2149659,15442747
1720396800,2024-07-08,10683757,38702,2994669,2149659,15866787
1720483200,2024-07-09,11022929,38702,3036283,2149659,16247573
1720569600,2024-07-10,10844296,38702,3027265,2149659,16059922
1720656000,2024-07-11,10805270,38702,3023142,2149659,16016773
1720742400,2024-07-12,10887055,38702,3025177,2149659,16100593
1720828800,2024-07-13,11109732,38702,3103514,2149659,16401607
1720915200,2024-07-14,10770823,38702,3011967,2149659,15971151
1721001600,2024-07-15,11160918,38702,3056189,2149659,16405468
1721088000,2024-07-16,10751020,38702,2989459,2149659,15928840
1721174400,2024-07-17,10832867,38702,2979042,2149659,16000270
1721260800,2024-07-18,10648467,38702,2990675,2149659,15827503
1721347200,2024-07-19,10881417,38702,3018031,2149659,16087809
1721433600,2024-07-20,10803385,38702,2975311,2149659,15967057
1721520000,2024-07-21,10970845,38702,3022439,2149659,16181645
1721606400,2024-07-22,10690733,38702,2985885,2149659,15864979
1721692800,2024-07-23,10517779,38702,2982543,2149659,15688683
1721779200,2024-07-24,10377795,38702,2951500,2150051,15518048
1721865600,2024-07-25,10200946,38702,2952396,2150051,15342095
1721952000,2024-07-26,10455146,38702,2950173,2150051,15594072
1722038400,2024-07-27,10326026,38702,2944296,2150051,15459075
1722124800,2024-07-28,10068455,38702,2901027,2150086,15158270
1722211200,2024-07-29,10033306,38702,2885928,2250086,15208022
1722297600,2024-07-30,9976125,38702,2940200,2250086,15205113
1722384000,2024-07-31,9669320,38702,2946332,2250086,14904440
1722470400,2024-08-01,10726691,38702,3003984,2250086,16019463
1722556800,2024-08-02,10710891,38702,2957167,2250086,15956846
1722643200,2024-08-03,10686134,38702,2921253,2250086,15896175
1722729600,2024-08-04,10658734,38702,2840267,2250086,15787789
1722816000,2024-08-05,10644002,38702,2765660,2250086,15698450
1722902400,2024-08-06,9484006,38702,2854623,2250086,14627417
1722988800,2024-08-07,9413208,38702,2912193,2250086,14614189
1723075200,2024-08-08,9508820,38702,3013437,2250086,14811045
1723161600,2024-08-09,8836723,38702,2907941,2250086,14033452
1723248000,2024-08-10,8632204,38702,2889605,2250086,13810597
1723334400,2024-08-11,8428533,38702,2883670,2250086,13600991
1723420800,2024-08-12,8462076,38702,2883913,2250111,13634802
1723507200,2024-08-13,8392125,38702,2877949,2250111,13558887
1723593600,2024-08-14,8380226,38702,2865796,2250111,13534835
1723680000,2024-08-15,8135850,38702,2857595,2250111,13282258
1723766400,2024-08-16,8343871,38702,2894382,2250111,13527066
1723852800,2024-08-17,8376685,38702,2884439,2250111,13549937
1723939200,2024-08-18,8525087,38702,2887467,2250111,13701367
1724025600,2024-08-19,8410788,38702,2868595,2250111,13568196
1724112000,2024-08-20,8537835,38702,2922599,2250111,13749247
1724198400,2024-08-21,8679081,38702,2913646,2250111,13881540
1724284800,2024-08-22,8684225,38702,3061442,2250111,14034480
1724371200,2024-08-23,8986121,38702,3013729,2250111,14288663
1724457600,2024-08-24,8822917,38702,3031412,2250111,14143142
1724544000,2024-08-25,8594762,38702,3070026,2260111,13963601
1724630400,2024-08-26,8240384,38702,3015975,2260111,13555172
1724716800,2024-08-27,8170672,38702,2695996,2260111,13165481
1724803200,2024-08-28,8090987,38702,2724475,2269403,13123567
1724889600,2024-08-29,8064311,38702,2704528,2269403,13076944
1724976000,2024-08-30,8048619,38702,2742727,2281301,13111349
1725062400,2024-08-31,8034517,38702,2729335,2284293,13086847
1725148800,2024-09-01,8062578,38702,2676767,2284293,13062340
1725235200,2024-09-02,7883169,38702,2704977,2284293,12911141
1725321600,2024-09-03,7680307,38702,2642960,2284293,12646262
1725408000,2024-09-04,7848764,38702,2656810,2284293,12828569
1725494400,2024-09-05,7784082,38702,2554427,2284293,12661504
1725580800,2024-09-06,7631633,38702,2537697,2284293,12492325
1725667200,2024-09-07,7960444,38702,2480383,2293285,12772814
1725753600,2024-09-08,8005217,38702,2534701,2293285,12871905
1725840000,2024-09-09,8099349,38702,2540993,2293285,12972329
1725926400,2024-09-10,8141160,38702,2592906,2293285,13066053
1726012800,2024-09-11,8113439,38702,2611183,2293285,13056609
1726099200,2024-09-12,8112469,38702,2587040,2293285,13031496
1726185600,2024-09-13,8171364,38702,2623664,2293285,13127015
1726272000,2024-09-14,8055358,38702,2604103,2293285,12991448
1726358400,2024-09-15,7854736,38702,2525748,2293285,12712471
1726444800,2024-09-16,7693376,38702,2604978,2293285,12630341
1726531200,2024-09-17,7765527,38702,2530642,2293285,12628156
1726617600,2024-09-18,7610517.62,38701.72,2530024.84,2293284.97,12472529.15
