Date,TVL_USD,TVL_ALGO
2023-07-24 00:00:00,114635278,1043751959
2023-07-25 00:00:00,109418300,995336167
2023-07-26 00:00:00,109462819,987085249
2023-07-27 00:00:00,110366747,1004914523
2023-07-28 00:00:00,110160456,997270161
2023-07-29 00:00:00,110892088,995074419
2023-07-30 00:00:00,111498819,1017297144
2023-07-31 00:00:00,110635029,1007219721
2023-08-01 00:00:00,110224814,995797396
2023-08-02 00:00:00,112676531,1054747175
2023-08-03 00:00:00,109437453,1028673178
2023-08-04 00:00:00,109230398,1030135314
2023-08-05 00:00:00,108536138,1019348378
2023-08-06 00:00:00,109535256,999245162
2023-08-07 00:00:00,111926943,1000813186
2023-08-08 00:00:00,114219215,1009913660
2023-08-09 00:00:00,114257524,1009529366
2023-08-10 00:00:00,113597343,1009673386
2023-08-11 00:00:00,113973913,1015565889
2023-08-12 00:00:00,113707383,984223868
2023-08-13 00:00:00,116350944,994988272
2023-08-14 00:00:00,116666227,1015239325
2023-08-16 00:00:00,109826112,1013879005
2023-08-17 00:00:00,105897359,1033096281
2023-08-18 00:00:00,98081179,1051042450
2023-08-19 00:00:00,100067291,1049054151
2023-08-20 00:00:00,101160703,1040469659
2023-08-22 00:00:00,108954383,1130619229
2023-08-24 00:00:00,102517741,1040123990
2023-08-25 00:00:00,90392624,929955698
2023-08-26 00:00:00,89710341,940665638
2023-08-28 00:00:00,88757264,932933511
2023-08-29 00:00:00,101284823,1041904340
2023-08-30 00:00:00,104146526,1076372005
2023-08-31 00:00:00,101350210,1087717032
2023-09-02 00:00:00,96123503,1045322833
2023-09-03 00:00:00,98551488,1044871421
2023-09-04 00:00:00,99067994,1048175361
2023-09-05 00:00:00,97820050,1041261514
2023-09-06 00:00:00,98480834,1046521728
2023-09-07 00:00:00,98487115,1046833213
2023-09-08 00:00:00,99585688,1019767002
2023-09-10 00:00:00,96276557,1023326001
2023-09-12 00:00:00,91797293,1036133607
2023-09-13 00:00:00,93226335,1042104797
2023-09-14 00:00:00,94891038,1044273426
2023-09-15 00:00:00,96668409,1035026915
2023-09-17 00:00:00,99504689,1020728414
2023-09-19 00:00:00,99524203,1032494426
2023-09-20 00:00:00,100363673,1033419895
2023-09-21 00:00:00,102708512,1025168059
2023-09-22 00:00:00,100906931,1035006577
2023-09-23 00:00:00,105286798,1033277047
2023-09-24 00:00:00,103562130,1023715493
2023-09-26 00:00:00,100852959,1033615439
2023-09-27 00:00:00,99127125,1037111582
2023-09-28 00:00:00,99915048,1043968026
2023-09-29 00:00:00,101414754,1039373125
2023-09-30 00:00:00,105279573,1037329486
2023-10-01 00:00:00,97774980,946748240
2023-10-02 00:00:00,88234543,830450578
2023-10-03 00:00:00,73473663,725787672
2023-10-04 00:00:00,65053007,643579413
2023-10-05 00:00:00,51866820,521531403
2023-10-06 00:00:00,46545762,464445134
2023-10-08 00:00:00,58144508,581785960
2023-10-09 00:00:00,62454306,615804790
2023-10-10 00:00:00,66420398,687446548
2023-10-11 00:00:00,66878124,702080944
2023-10-12 00:00:00,68873852,724362671
2023-10-13 00:00:00,86028125,918878104
2023-10-14 00:00:00,92624880,974783253
2023-10-15 00:00:00,92519719,980310226
2023-10-16 00:00:00,92576900,974503942
2023-10-18 00:00:00,92627004,1012704355
2023-10-19 00:00:00,92008519,1022020585
2023-10-20 00:00:00,90558987,1009362416
2023-10-21 00:00:00,93984921,1028619028
2023-10-22 00:00:00,96478022,1022337838
2023-10-23 00:00:00,100006102,1019804430
2023-10-24 00:00:00,104543705,1037088484
2023-10-26 00:00:00,107419340,1065828641
2023-10-27 00:00:00,107935290,1068264316
2023-10-28 00:00:00,108252570,1090398381
2023-10-29 00:00:00,109151132,1071937740
2023-10-30 00:00:00,112983781,1061757893
2023-10-31 00:00:00,119588227,1064018460
2023-11-01 00:00:00,118545151,1037203950
2023-11-02 00:00:00,122013677,1095904982
2023-11-04 00:00:00,122250791,1096350820
2023-11-05 00:00:00,128302960,1118030641
2023-11-06 00:00:00,131945479,1085345715
2023-11-07 00:00:00,132853647,1028040295
2023-11-08 00:00:00,129329471,1045661220
2023-11-09 00:00:00,132710420,1042468577
2023-11-11 00:00:00,134690498,1052507976
2023-11-12 00:00:00,138770240,1040053959
2023-11-13 00:00:00,147431627,1010130844
2023-11-14 00:00:00,136354324,1021243007
2023-11-15 00:00:00,134072321,1039545959
2023-11-16 00:00:00,145832113,1024612785
2023-11-17 00:00:00,139706213,1028908409
2023-11-18 00:00:00,140338639,1032114251
2023-11-19 00:00:00,138086555,1026467408
2023-11-20 00:00:00,145097858,1027728959
2023-11-21 00:00:00,146515743,1037198822
2023-11-22 00:00:00,131071960,1060161124
2023-11-23 00:00:00,138719965,1048248496
2023-11-24 00:00:00,136755747,1046685545
2023-11-25 00:00:00,139867517,1047257456
2023-11-26 00:00:00,145361361,1036777300
2023-11-27 00:00:00,143783576,1055935546
2023-11-28 00:00:00,138476030,1052681416
2023-11-30 00:00:00,142764154,1065125932
2023-12-01 00:00:00,142766534,1068467825
2023-12-02 00:00:00,147724362,1063346592
2023-12-03 00:00:00,155375776,1049495947
2023-12-04 00:00:00,158668284,1049740550
2023-12-05 00:00:00,159831513,1046243713
2023-12-06 00:00:00,161319631,1050627376
2023-12-07 00:00:00,163279707,1069218377
2023-12-08 00:00:00,173462921,941203808
2023-12-10 00:00:00,201982404,1012250316
2023-12-11 00:00:00,204209259,1014200444
2023-12-12 00:00:00,205742470,1016318255
2023-12-13 00:00:00,198603975,1003678946
2023-12-14 00:00:00,207383334,1034062656
2023-12-15 00:00:00,219806006,1018011581
2023-12-16 00:00:00,200362595,1024853778
2023-12-17 00:00:00,202185230,1020957051
2023-12-18 00:00:00,196056065,1029365623
2023-12-19 00:00:00,199767778,1022897439
2023-12-20 00:00:00,195982999,989693163
2023-12-22 00:00:00,227878620,1020189103
2023-12-24 00:00:00,233166188,991428715
2023-12-25 00:00:00,230834804,998950085
2023-12-26 00:00:00,236023746,991850609
2023-12-27 00:00:00,231198187,1009599068
2023-12-28 00:00:00,232295417,991829594
2023-12-30 00:00:00,227127429,1002739116
2023-12-31 00:00:00,223710679,1010035212
2024-01-01 00:00:00,178449798,800668525
2024-01-02 00:00:00,171952621,720148010
2024-01-03 00:00:00,134028210,590656417
2024-01-05 00:00:00,106097203,511316750
2024-01-07 00:00:00,90092541,474798502
2024-01-09 00:00:00,129914711,665410319
2024-01-10 00:00:00,127285194,637969858
2024-01-11 00:00:00,136066329,671339057
2024-01-12 00:00:00,149869686,802287359
2024-01-14 00:00:00,168082909,887421249
2024-01-16 00:00:00,193620444,1030652523
2024-01-17 00:00:00,200743693,1024202515
2024-01-18 00:00:00,196897450,1031740985
2024-01-20 00:00:00,181684852,1051204049
2024-01-21 00:00:00,180499238,1050414295
2024-01-23 00:00:00,172138062,1067620876
2024-01-25 00:00:00,173471725,1063819489
2024-01-26 00:00:00,170889890,1061605920
2024-01-27 00:00:00,176837255,1061059604
2024-01-28 00:00:00,177928374,1062056021
2024-01-29 00:00:00,175099815,1066909988
2024-01-31 00:00:00,182032322,1106767849
2024-02-02 00:00:00,176420431,1110652154
2024-02-04 00:00:00,212315622,1281774081
2024-02-05 00:00:00,208486970,1312727649
2024-02-06 00:00:00,252188804,1555137075
2024-02-07 00:00:00,308790490,1836704831
2024-02-09 00:00:00,370181286,2192978122
2024-02-10 00:00:00,426843570,2442833181
2024-02-11 00:00:00,184694252,1054269164
2024-02-12 00:00:00,189808970,1058445810
2024-02-13 00:00:00,193611702,1057762018
2024-02-14 00:00:00,187473515,1053819948
2024-02-15 00:00:00,193535143,1053628112
2024-02-16 00:00:00,196482946,1047473297
2024-02-18 00:00:00,200709016,1054294464
2024-02-20 00:00:00,210222049,1032195269
2024-02-21 00:00:00,204996086,1043481355
2024-02-22 00:00:00,197878657,1046092091
2024-02-23 00:00:00,199747133,1056013857
2024-02-25 00:00:00,206680141,1048711898
2024-02-26 00:00:00,215258384,1016515713
2024-02-28 00:00:00,219058694,1050502098
2024-02-29 00:00:00,221713147,1051550657
2024-03-01 00:00:00,223882354,1059371868
2024-03-02 00:00:00,238764881,1048230440
2024-03-03 00:00:00,253469497,1024516570
2024-03-04 00:00:00,263204143,1047762166
2024-03-06 00:00:00,237735725,1028731460
2024-03-07 00:00:00,264503983,1023515280
2024-03-09 00:00:00,276921422,1020171311
2024-03-10 00:00:00,278413567,1058808013
2024-03-12 00:00:00,299433828,1026090837
2024-03-13 00:00:00,318380348,998614737
2024-03-14 00:00:00,320394156,1027424646
2024-03-15 00:00:00,320340754,1074608366
2024-03-16 00:00:00,306730860,1149584023
2024-03-18 00:00:00,282651181,1026795681
2024-03-19 00:00:00,262186588,1042926820
2024-03-20 00:00:00,242595841,1055241677
2024-03-21 00:00:00,262026276,1054495346
2024-03-22 00:00:00,262676050,1092753348
2024-03-24 00:00:00,265331405,1068312385
2024-03-25 00:00:00,269489396,1052175086
2024-03-26 00:00:00,284795944,1016464041
2024-03-27 00:00:00,293263420,1083648356
2024-03-29 00:00:00,289726328,1062537418
2024-03-30 00:00:00,283676311,1055744037
2024-03-31 00:00:00,275172561,1057384022
2024-04-01 00:00:00,254943963,951606564
2024-04-02 00:00:00,205929125,819132634
2024-04-03 00:00:00,165654500,706952401
2024-04-04 00:00:00,159118951,685742270
2024-04-06 00:00:00,129026002,561720180
2024-04-07 00:00:00,127076821,543711487
2024-04-08 00:00:00,150759803,640327525
2024-04-09 00:00:00,163088136,664535602
2024-04-10 00:00:00,161294463,696206875
2024-04-11 00:00:00,164708155,714851220
2024-04-12 00:00:00,163701525,719094313
2024-04-13 00:00:00,147708858,761556629
2024-04-14 00:00:00,132792443,790579882
2024-04-15 00:00:00,150596774,838420584
2024-04-16 00:00:00,160188552,940762518
2024-04-17 00:00:00,163478664,937520408
2024-04-18 00:00:00,163070143,967805337
2024-04-19 00:00:00,167647597,959298710
2024-04-20 00:00:00,169151466,966821859
2024-04-21 00:00:00,179492207,936004538
2024-04-22 00:00:00,176340957,940174221
2024-04-23 00:00:00,182002738,932123661
2024-04-24 00:00:00,180334271,930586878
2024-04-25 00:00:00,196443584,926492529
2024-04-26 00:00:00,188444494,940703232
2024-04-27 00:00:00,186246328,941313990
2024-04-28 00:00:00,184321000,929635575
2024-04-29 00:00:00,184170092,954317785
2024-04-30 00:00:00,178321437,935846468
2024-05-01 00:00:00,168042275,945503811
2024-05-02 00:00:00,170266658,942389263
2024-05-03 00:00:00,173022568,955302997
2024-05-04 00:00:00,181818203,946590186
2024-05-05 00:00:00,183265776,950085416
2024-05-06 00:00:00,185439297,943994875
2024-05-07 00:00:00,184471506,951276328
2024-05-08 00:00:00,183378152,961464241
2024-05-09 00:00:00,178344427,953259823
2024-05-10 00:00:00,182143156,941035957
2024-05-12 00:00:00,172751961,966763636
2024-05-14 00:00:00,171700363,968034973
2024-05-15 00:00:00,166123374,969774686
2024-05-16 00:00:00,175035223,972779994
2024-05-17 00:00:00,170413508,978566882
2024-05-18 00:00:00,178822549,975988411
2024-05-19 00:00:00,178415982,975507757
2024-05-20 00:00:00,173687274,993111942
2024-05-21 00:00:00,182302749,966484734
2024-05-22 00:00:00,184170437,977887472
2024-05-23 00:00:00,181546498,979245139
2024-05-24 00:00:00,180026805,991936138
2024-05-25 00:00:00,186011657,987082014
2024-05-26 00:00:00,190226289,982854249
2024-05-27 00:00:00,187081021,987827040
2024-05-28 00:00:00,192748939,981055418
2024-05-29 00:00:00,190421738,981361934
2024-05-30 00:00:00,186012647,982949883
2024-05-31 00:00:00,185616859,977761462
2024-06-01 00:00:00,183521259,975445325
2024-06-02 00:00:00,183892046,977181302
2024-06-03 00:00:00,178991339,981200141
2024-06-04 00:00:00,180049956,978972837
2024-06-05 00:00:00,181324938,974007946
2024-06-06 00:00:00,183853150,974377900
2024-06-07 00:00:00,181982894,979923281
2024-06-08 00:00:00,173506512,993913648
2024-06-09 00:00:00,165952140,998718982
2024-06-10 00:00:00,169772011,996461789
2024-06-11 00:00:00,167685812,1006525771
2024-06-12 00:00:00,160934706,1012804944
2024-06-13 00:00:00,165811570,999125693
2024-06-14 00:00:00,157991472,1013328292
2024-06-15 00:00:00,152656401,1009859365
2024-06-16 00:00:00,153276109,1006409118
2024-06-17 00:00:00,156020458,1003534151
2024-06-18 00:00:00,149120853,1027873838
2024-06-19 00:00:00,138154764,1033010050
2024-06-20 00:00:00,143310997,1032968833
2024-06-21 00:00:00,142945863,1035584441
2024-06-22 00:00:00,142837810,1026465521
2024-06-23 00:00:00,139354945,1041018832
2024-06-24 00:00:00,137583847,1040524047
2024-06-25 00:00:00,136863750,1013310163
2024-06-26 00:00:00,142482808,1009435339
2024-06-27 00:00:00,141670427,1006346402
2024-06-28 00:00:00,143120872,1003075878
2024-06-29 00:00:00,139460222,999242393
2024-06-30 00:00:00,138048660,992998659
2024-07-01 00:00:00,127632365,884756249
2024-07-02 00:00:00,117315328,799537435
2024-07-03 00:00:00,106790501,712744447
2024-07-04 00:00:00,96630000,678900890
2024-07-05 00:00:00,89803878,685154443
2024-07-06 00:00:00,85307067,653712668
2024-07-07 00:00:00,85948688,618785503
2024-07-08 00:00:00,98962248,782229871
2024-07-09 00:00:00,105267525,789802687
2024-07-10 00:00:00,115853548,830402091
2024-07-11 00:00:00,117484108,842554454
2024-07-12 00:00:00,120109989,875513815
2024-07-13 00:00:00,121495993,879876036
2024-07-14 00:00:00,135622570,944973315
2024-07-15 00:00:00,148214256,977298267
2024-07-16 00:00:00,160595019,1016481829
2024-07-17 00:00:00,162728563,1025811382
2024-07-18 00:00:00,161818023,1045626519
2024-07-19 00:00:00,157988399,1039588863
2024-07-20 00:00:00,164834010,1043477776
2024-07-21 00:00:00,164644373,1041466344
2024-07-22 00:00:00,166037968,1041303763
2024-07-23 00:00:00,159810573,1056752542
2024-07-24 00:00:00,152317875,1061254023
2024-07-25 00:00:00,150459080,1076753548
2024-07-26 00:00:00,146862863,1070514862
2024-07-27 00:00:00,151620512,1062713424
2024-07-28 00:00:00,153325535,1074528423
2024-07-29 00:00:00,148053848,1063298762
2024-07-30 00:00:00,149260665,1073511639
2024-07-31 00:00:00,146731340,1067758257
2024-08-01 00:00:00,146290862,1079119698
2024-08-02 00:00:00,143371219,1063916198
2024-08-03 00:00:00,134260321,1081519565
2024-08-04 00:00:00,130854978,1085582080
2024-08-05 00:00:00,125554728,1095390265
2024-08-06 00:00:00,119563892,1085877124
2024-08-07 00:00:00,122816505,1121437813
2024-08-08 00:00:00,118578395,970196573
2024-08-09 00:00:00,128363565,1068085345
2024-08-10 00:00:00,127565782,1053444280
2024-08-11 00:00:00,129379735,1123078225
2024-08-12 00:00:00,111960934,934994651
2024-08-13 00:00:00,125110147,1033191130
2024-08-14 00:00:00,126712444,1060372929
2024-08-15 00:00:00,125410129,1085698586
2024-08-16 00:00:00,121549857,1050569642
2024-08-17 00:00:00,124381963,1049326887
2024-08-18 00:00:00,125434759,1056577427
2024-08-19 00:00:00,127142872,1026148453
2024-08-20 00:00:00,130990805,1023997659
2024-08-21 00:00:00,135066254,1002666930
2024-08-22 00:00:00,141462980,1042368677
2024-08-23 00:00:00,141472476,981330126
2024-08-24 00:00:00,150000055,1022948514
2024-08-25 00:00:00,150271321,1058435082
2024-08-26 00:00:00,149856360,1114074282
2024-08-27 00:00:00,142095558,1108701027
2024-08-28 00:00:00,134599283,1060312763
2024-08-30 00:00:00,134140009,1058278774
2024-08-31 00:00:00,135669847,1100528463
2024-09-01 00:00:00,132414505,1117601180
2024-09-02 00:00:00,127333265,1014381375
2024-09-04 00:00:00,129143331,1082173435
2024-09-05 00:00:00,131021460,1070200689
2024-09-06 00:00:00,126195451,1072516009
2024-09-07 00:00:00,123180991,1059667003
2024-09-08 00:00:00,128160734,1024818558
2024-09-10 00:00:00,134855321,1055726383
2024-09-11 00:00:00,134978698,1063050396
2024-09-12 00:00:00,134761437,1036371332
2024-09-14 00:00:00,140491099,1054381768
2024-09-15 00:00:00,138991135,1099596012
2024-09-16 00:00:00,136594328,1105579345
2024-09-18 00:00:00,134642456,1085283616
2024-09-20 00:00:00,140636705,1069594523
2024-09-22 00:00:00,145322240,1067627405
2024-09-24 00:00:00,144102625,1073918088
2024-09-25 00:00:00,147869459,1067757455
2024-09-27 00:00:00,151917639,1057134576
2024-09-28 00:00:00,153730276,1065684210
2024-09-29 00:00:00,150622355,1065809678
2024-10-01 00:00:00,126523493,941528138
2024-10-02 00:00:00,105816307,873374496
2024-10-04 00:00:00,94888119,778077593
2024-10-06 00:00:00,93738972,744769887
2024-10-07 00:00:00,92858580,731769162
