Date,TVL,price,market_cap,total_volume,StablesMCap,StakingRewards,StakedAmount,Liquidity,InterestRate
2023-02-20,142773902.76013505,0.3994330904593501,14043747857.23161,342488595.3794008,8871800.0,3.3065004353897005,24987571028.92425,2.438726462915251,4.58
2023-02-21,144267800.29333672,0.4030820111109957,14132819917.786251,382673397.1139116,8882512.0,3.2923664143749365,24987571028.92425,2.707693152109824,4.58
2023-02-22,139631473.70960993,0.3924300177697884,13736559470.466208,393877647.4711077,8868090.0,3.322800185433495,24987571028.92425,2.8673675407437362,4.58
2023-02-23,137075752.13764015,0.3887994247157063,13650328636.799568,394239750.17171454,8820693.0,3.3229884175528452,24987571028.92425,2.888133763379834,4.58
2023-02-24,134723610.5798429,0.3837197111247363,13422878914.71544,290508904.52333933,8709707.0,3.311802008583505,24987571028.92425,2.164281644564757,4.58
2023-02-25,130120906.55724847,0.3659320724562127,12831951055.729671,391515903.653899,8795941.0,3.2804311408219005,24987571028.92425,3.051101909238353,4.58
2023-02-26,128495074.35573904,0.3626513148487202,12705604283.914536,295147832.66455644,8889474.0,3.2736366504300105,24987571028.92425,2.322973595503974,4.58
2023-02-27,131565316.4630802,0.3691012414356325,12940252749.38211,238357219.7338264,8925649.0,3.2660617660900106,24987571028.92425,1.8419827212819146,4.57
2023-02-28,130219938.96427996,0.3654013189181053,12807607550.16821,252916442.78446364,6584293.0,3.2620706184975132,24987571028.92425,1.974736044915289,4.57
2023-03-01,125917447.35972272,0.3527432177275084,12341133082.020231,238422456.275961,6597710.0,3.2654363031854157,24987571028.92425,1.9319332729935321,4.58
2023-03-02,129880280.42424823,0.361084219026942,12657714408.580032,229268366.11614817,6563512.0,3.2692040694720967,24987571028.92425,1.8112935615037942,4.57
2023-03-03,127041846.83257802,0.3504503118629127,12275830909.822632,246329386.2930864,6558005.0,3.289151924562267,24987571028.92425,2.0066208805139487,4.57
2023-03-04,125815720.63210176,0.343687410203364,12041249033.671446,412463637.7882959,5701561.0,3.2877944547535254,24987571028.92425,3.4254223680193534,4.57
2023-03-05,124109751.4772372,0.3372756948261113,11812934508.251123,170389737.09304863,5708849.0,3.3027472774659103,24987571028.92425,1.4423997438911935,4.57
2023-03-06,127842527.95071082,0.3377385621356666,11830384853.655737,165818600.97143966,5676814.0,3.3198177161664773,24987571028.92425,1.4016331930249897,4.57
2023-03-07,128361758.13965511,0.3314563541487507,11606828343.000158,219304840.3162148,5680471.0,3.3206020223955774,24929609889.733097,1.8894467449281533,4.57
2023-03-08,129161905.45120545,0.3313400143931543,11581376193.203402,269091570.5703871,5690215.0,3.318052064520449,24923174709.34566,2.3234852756817026,4.57
2023-03-09,123304755.91573618,0.3183863881537049,11172310270.030876,288851784.32819235,5691077.0,3.339721966605987,24740678794.369896,2.5854257297438457,4.57
2023-03-10,117577081.06175084,0.3103243932849642,10838510891.387287,443854133.9905746,5687685.0,3.356077575289441,24730601903.80195,4.095157890585124,4.57
2023-03-11,122356356.2651088,0.3156142442271207,11089276348.220562,468493562.07914543,5692570.0,3.3478899527128214,24728339594.687813,4.224744224670009,4.57
2023-03-12,116845968.59010176,0.3059309689361199,10679679301.253176,434989029.7644779,8165837.0,3.2816910964522994,24731516038.093018,4.073053295836659,4.57
2023-03-13,130516458.49327455,0.3310140716223582,11581630428.392332,380024634.1860197,8433832.0,3.307786758145127,24724128535.327168,3.281270599469229,4.58
2023-03-14,133531525.65578116,0.3439401177420355,12065878442.194693,662927956.1389902,8272677.0,3.3053403216117188,24709000604.200233,5.4942369866806695,4.58
2023-03-15,135181600.8860638,0.3444029860231542,12090327310.891384,596424616.0981154,8261160.0,3.316448999700455,24701521549.030647,4.933072536099462,4.58
2023-03-16,129766294.33339272,0.325547359499502,11397464259.210308,599759982.2065071,8262662.0,3.3322227553564967,24606324629.157543,5.262222969656081,4.58
2023-03-17,129529499.60915808,0.3267879582622388,11454977425.587473,364685850.2889938,8152948.0,3.3379581004364285,24613333637.409847,3.183645298805909,4.58
2023-03-18,139940944.28194675,0.3502483449244084,12259836658.815914,451127452.5133043,8208727.0,3.3433042439463803,24618619258.228954,3.679718295340448,4.58
2023-03-19,137183261.82276574,0.3389679078478405,11885994889.75134,405181332.2523505,8195540.0,3.342907099713463,24614714006.035793,3.408897076017732,4.58
2023-03-20,138330574.54380843,0.3485344878650676,12284106876.322376,316033206.9485012,8230901.0,3.347937962856168,24611683313.92049,2.572699913232239,4.58
2023-03-21,135754543.56682032,0.3346745876648634,11740413064.04814,364629687.4878295,8159406.0,3.3460061312081506,24614507714.78202,3.1057654061969076,4.58
2023-03-22,148154267.4560986,0.373103830133536,13061409181.133974,659905518.2570659,8393848.0,3.2880575897063635,24616807383.136375,5.052330182031506,4.58
2023-03-23,146704954.33131802,0.3630630488297246,12707537391.713314,922448613.198226,9789940.0,3.2604755428376366,24616505738.523922,7.259066684311014,4.83
2023-03-24,150029735.51947266,0.3739080566629692,13090883001.253223,413474704.3827974,9743112.0,3.2602378934494145,24549062441.35396,3.1584936198972553,4.83
2023-03-25,146542320.11611015,0.3624352389963327,12706876812.148476,353544632.98322606,9760637.0,3.2601899173711963,24428255005.365906,2.7823094392889516,4.83
2023-03-26,143137662.26625088,0.3547228461484663,12433136118.863832,266325927.98274365,9641318.0,3.259555277532596,24474921324.974457,2.1420655692707165,4.83
2023-03-27,144104396.48902908,0.3570105725609891,12535421606.29749,272202713.0690776,9663995.0,3.259098509782977,24367904430.893677,2.171468352786233,4.83
2023-03-28,143301659.35117814,0.3469158663951661,12138644788.449602,336956582.7409677,9792838.0,3.2708277464826683,24442399540.13945,2.775899522668256,4.83
2023-03-29,149461163.51154733,0.3693229983329013,12941771031.311243,368290970.54818445,9906436.0,3.2697119986166605,24505703646.23096,2.845754029005331,4.83
2023-03-30,153675981.95713848,0.3825890970923633,13413184620.042393,537119162.8428296,10017779.0,3.26988853704113,24514292859.513783,4.004411913038531,4.83
2023-03-31,153018201.2573103,0.3770926816747428,13226069415.324286,429889697.11264473,10042415.0,3.2701701633024403,24459339283.134174,3.2503208898522513,4.83
2023-04-01,159174393.041256,0.3994645169294982,14009040303.900806,716335255.9501815,10218592.0,3.2700951739620967,24488096015.619987,5.113378507096725,4.83
2023-04-02,156429709.25480115,0.3939027697020029,13824277589.68826,388714587.1512622,10227071.0,3.238710540918683,24200436101.28821,2.811825678625047,4.83
2023-04-03,153114655.8018973,0.382295535404939,13389440672.101046,320100355.8623564,10049070.0,3.2381085544664208,24280099246.576702,2.3906925143582334,4.83
2023-04-04,155302378.55779505,0.3877793388364147,13631038603.44044,683769265.034847,10260982.0,3.2347852627986216,24252131393.384315,5.016266807888472,4.83
2023-04-05,158617063.302938,0.3900193739362444,13665129449.301636,400460060.60802567,10157837.0,3.234628569254091,24263257633.18665,2.930525188903289,4.83
2023-04-06,156566775.2601855,0.392669708759756,13768988507.453009,309234324.8824121,10275111.0,3.2542519581557334,24290646732.08755,2.2458753939334524,4.83
2023-04-07,155255804.09952748,0.3837872536626338,13463680142.899551,290787654.9883234,10196841.0,3.252857438537494,23848653401.350166,2.159793250448529,4.83
2023-04-08,154023066.9049199,0.3842857167519437,13475498915.163166,219082583.95693147,10258695.0,3.2531361530651095,23846049772.971813,1.6257845838302212,4.83
2023-04-09,157189666.0567521,0.3864679401025492,13547039830.25686,227489857.3044711,10347379.0,3.25307556975142,23841114439.700565,1.6792587912554897,4.83
2023-04-10,159464633.82522887,0.3898666390252823,13668842180.42356,222258531.3009762,10300483.0,3.252810698901376,23847618573.12241,1.6260230995957625,4.83
2023-04-11,162991747.70967996,0.3971824198896078,13914326446.557247,274331218.2805179,10270634.0,3.197381466805798,23828915596.862415,1.9715738259712476,4.83
2023-04-12,164827011.72500122,0.4016644954431888,14074149361.990534,437318682.9049153,10321883.0,3.194482052066075,23826225681.672974,3.1072477039782136,4.83
2023-04-13,167108412.73676163,0.4054038161332796,14231712048.482649,414553548.7546436,10484240.0,3.194515321385727,23827924770.687878,2.9128860065633657,4.83
2023-04-14,178774440.66153976,0.4261547854218048,14937732271.41402,500970494.34985024,10983180.0,3.197424749527616,23820502878.513264,3.353725219112043,4.83
2023-04-15,181842351.13471457,0.4389198844544001,15375843757.426771,684812256.7294112,11089721.0,3.1973097928460725,23729967514.416664,4.453819039352791,4.83
2023-04-16,204385004.2543198,0.4541580633912379,15952653141.760756,559309012.4588557,11274367.0,3.1891990319248187,23742881815.586514,3.506056375003228,4.83
2023-04-17,200143994.2113368,0.4517662081329729,15832624300.027525,395915101.3189253,11357768.0,3.191269066101525,23766877395.129616,2.500628410150786,4.83
2023-04-18,199436956.156918,0.4346193649718819,15217409658.80521,484945099.3398843,12531280.0,3.1914127388561364,23757665771.91475,3.1867782376436304,4.83
2023-04-19,204675366.9848798,0.4436136264840976,15556085792.819365,375002798.6104069,12591497.0,3.191473996569834,23765771333.00646,2.4106501057194403,4.83
2023-04-20,194285961.014656,0.4152497046786997,14563917112.89741,593641384.5100411,12253305.0,3.1914989319151337,23762507151.112926,4.076110705026799,4.83
2023-04-21,187370040.45070648,0.4007495007189589,14034051781.95876,460777651.5012477,12263241.0,3.1920380332099554,23729279290.53507,3.283283107830575,4.83
2023-04-22,178680921.78745648,0.3829833446515009,13415730445.437498,439360411.6551124,12303751.0,3.1306588636180512,23192259598.634857,3.2749645160359697,4.83
2023-04-23,182463489.707767,0.3969243401994612,13906111784.033655,267477971.6677824,12349615.0,3.130630538194211,23206095519.694336,1.9234562171065535,4.83
2023-04-24,182048751.0415704,0.3890957993158406,13614994074.37198,242425244.1068215,12132326.0,3.130329746803066,23208956512.21689,1.7805754654212282,4.83
2023-04-25,178425975.5109548,0.3840507082888743,13466477502.821018,290722439.34347326,12130836.0,3.130084271226448,23204662648.760124,2.158860320247603,4.83
2023-04-26,184333442.204806,0.3950850314146065,13820436004.544155,294682478.97468483,12344503.0,3.1380852812040283,23222133341.365395,2.1322227379642245,4.83
2023-04-27,188070844.8006043,0.4013012542412486,14062027692.558102,520144169.2884855,12163020.0,3.1356043476754385,23192064234.598293,3.6989272149119428,4.83
2023-04-28,188803965.41641784,0.4103191182417802,14369501448.18828,425245708.9423388,12239396.0,3.1358648623575855,23289002047.708492,2.9593629986094903,4.83
2023-04-29,187986745.7764598,0.405228863697774,14192467314.16635,245848710.07408103,12235392.0,3.1358557822951174,23286620019.974716,1.7322478511448445,4.83
2023-04-30,185876535.17501447,0.4026173140049636,14118334309.359602,159646974.98439124,12260796.0,3.1358557822951174,23286620019.974716,1.1307776929361628,4.83
2023-05-01,184239876.22747564,0.3982592228907264,13971464374.61821,237510774.9604898,12160437.0,3.1358557822951174,23286620019.974716,1.699970515560078,4.83
2023-05-02,181593089.7437432,0.3872992691284444,13567718828.486317,287299857.22622275,12083111.0,3.3279945544599574,23286620019.974716,2.117525140799777,4.83
2023-05-03,183314771.1051092,0.3915645139285783,13728305157.126593,208588929.09194872,12368044.0,3.202553106652261,23111555476.86254,1.5194077251674925,4.83
2023-05-04,186480496.52403343,0.3938375814513238,13798775976.600851,278479196.3879188,12467168.0,3.200083620488978,23024102203.063858,2.0181441952543278,5.08
2023-05-05,185899242.0681881,0.3877103199326264,13587602980.827509,188639696.57604745,12365351.0,3.1994159719105575,22763797956.22888,1.3883221112820516,5.08
2023-05-06,189774776.02280492,0.3945345869359407,13810441154.24562,253186602.3977472,12569442.0,3.1604508573309245,22756144929.857105,1.8332984411574156,5.08
2023-05-07,184149185.7496122,0.3802608107981574,13306507398.74309,264020888.9023085,12333124.0,3.167925931802424,22695588262.8185,1.9841486649400386,5.08
2023-05-08,180453383.80735737,0.378091127130723,13232806523.751364,180336987.85704944,12503582.0,3.1673177322204435,22708213136.87262,1.3628022712594288,5.08
2023-05-09,173975166.83632708,0.3661456825004271,12810565343.83772,382957668.9617624,12468306.0,3.1870775659386488,22695910614.060104,2.989389294563623,5.08
2023-05-10,172286438.93727407,0.3635783668516175,12739370020.744396,237308697.16259375,11557762.0,3.1872472249146577,22686420861.89725,1.8627977425584437,5.08
2023-05-11,172066233.2651856,0.3706085739437641,12975441604.400911,365559449.6864186,11439878.0,3.1873156525391426,22682301822.315033,2.8173179829380985,5.08
2023-05-12,170916057.29764867,0.3606291711361826,12633292676.033508,272231849.7315605,11465727.0,3.1849034428973417,22753509569.98177,2.154876457885036,5.08
2023-05-13,174953457.05141082,0.3708121337966895,12992449827.737345,285317964.12998706,11490557.0,3.1849158817733105,22754258958.822464,2.1960289853947863,5.08
2023-05-14,173987261.08739826,0.3650928590516438,12829453677.49199,139616346.26124865,11542195.0,3.1846770298037237,22732156656.92229,1.0882485706011922,5.08
2023-05-15,175557641.70974696,0.3708186911891721,12996323481.303663,130253982.12797776,11612590.0,3.185514233723167,22711601669.67432,1.0022371504938252,5.08
2023-05-16,175667374.44151047,0.3680850923668411,12899094797.339403,187955307.46374464,11509274.0,3.184905813619232,22744444570.87039,1.457120134526903,5.08
2023-05-17,182535817.297478,0.3680868604832396,12903680934.5073,181513998.13250768,11596538.0,3.1540328532377377,22624823044.89046,1.406683868376651,5.08
2023-05-18,184604319.45156613,0.3751946347013852,13148583717.1607,232388388.70344695,11619751.0,3.1538257791291215,22624823367.31729,1.7674024343789083,5.08
2023-05-19,185091061.794966,0.3727387229660461,13082316162.328234,213667302.72409645,11576849.0,3.1541601561161903,22640868515.40654,1.633252858842929,5.08
2023-05-20,186313588.1867884,0.3685992453179343,12926880990.809334,140897222.95345637,11663854.0,3.1544048694124007,21907513486.173603,1.089955288159847,5.08
2023-05-21,188761584.2431379,0.3664675892929975,12846035787.71246,124054022.42598656,11805430.0,3.1553472243320093,21900525864.232246,0.9656988698774077,5.08
2023-05-22,187684300.2414697,0.3610943786327967,12666778954.79216,121023033.0680159,11920544.0,3.138746368214238,22261232072.699707,0.9554365281019597,5.08
2023-05-23,193399464.8530009,0.3682463518703757,12907417375.045937,194126381.1036861,11990847.0,3.139505430155768,21981988454.06393,1.503990887278449,5.08
